batch_name,query_id,template_id,template_label,fact_table,fact_rows,rows_in,bytes_est,n_joins,has_groupby,selectivity,has_orderby,has_window,limit_rows,reps,median_seconds,min_seconds,max_seconds,calibration_seconds,machine_factor,normalized_seconds,cpu_count,duckdb_threads,measured_at
batch_01,t45_s1,t45,2M rows · 1 join · group by · window · order by · no limit,fact_event_s,2000000,2050000,146000000,1,1,0.02,1,1,0,10,0.06268,0.061687,0.065936,0.257645,1.034283,0.060602,4,4,2026-08-22T00:18:47+00:00
batch_01,t47_s3,t47,8M rows · 1 join · no group by · window · order by · limit 1000,fact_event_x,8000000,8050000,578000000,1,0,0.45,1,1,1000,5,0.476678,0.472411,0.483369,0.25772,1.034582,0.460745,4,4,2026-08-22T00:18:47+00:00
batch_01,t19_s3,t19,8M rows · 3 joins · group by · window · order by · limit 100,fact_event_x,8000000,8055200,578164800,3,1,0.45,1,1,100,5,1.429974,1.412754,1.448947,0.257794,1.034882,1.381775,4,4,2026-08-22T00:18:47+00:00
batch_01,t41_s4,t41,3M rows · 1 join · no group by · limit 1000,fact_event_m,3000000,3050000,218000000,1,0,0.9,0,0,1000,6,0.10839,0.106096,0.112308,0.257869,1.035181,0.104706,4,4,2026-08-22T00:18:47+00:00
batch_01,t30_s2,t30,5M rows · 1 join · group by · window · no limit,fact_event_l,5000000,5050000,362000000,1,1,0.15,0,1,0,5,0.262434,0.260432,0.272585,0.257943,1.035481,0.253442,4,4,2026-08-22T00:18:47+00:00
batch_01,t37_s4,t37,5M rows · 0 joins · no group by · limit 100,fact_event_l,5000000,5000000,360000000,0,0,0.9,0,0,100,5,0.158382,0.157257,0.158732,0.258018,1.03578,0.152911,4,4,2026-08-22T00:18:47+00:00
batch_01,t35_s4,t35,5M rows · 0 joins · no group by · window · order by · limit 1000,fact_event_l,5000000,5000000,360000000,0,0,0.9,1,1,1000,5,0.475793,0.458962,0.483867,0.258093,1.03608,0.459224,4,4,2026-08-22T00:18:47+00:00
batch_01,t16_s4,t16,8M rows · 3 joins · group by · order by · limit 100,fact_event_x,8000000,8055200,578164800,3,1,0.9,1,0,100,5,1.7065,1.673288,1.730861,0.258167,1.036379,1.646598,4,4,2026-08-22T00:18:47+00:00
batch_01,t15_s4,t15,8M rows · 0 joins · group by · no limit,fact_event_x,8000000,8000000,576000000,0,1,0.9,0,0,0,5,0.794625,0.781293,0.803886,0.258242,1.036679,0.76651,4,4,2026-08-22T00:18:47+00:00
batch_01,t20_s2,t20,2M rows · 2 joins · no group by · limit 1000,fact_event_s,2000000,2055000,146160000,2,0,0.15,0,0,1000,11,0.055179,0.05216,0.069974,0.258316,1.036978,0.053211,4,4,2026-08-22T00:18:47+00:00
batch_01,t47_s4,t47,8M rows · 1 join · no group by · window · order by · limit 1000,fact_event_x,8000000,8050000,578000000,1,0,0.9,1,1,1000,5,0.753515,0.723548,0.770362,0.258391,1.037277,0.726436,4,4,2026-08-22T00:18:47+00:00
batch_01,t21_s2,t21,2M rows · 3 joins · group by · order by · no limit,fact_event_s,2000000,2055200,146164800,3,1,0.15,1,0,0,5,0.199582,0.196763,0.200902,0.258068,1.035981,0.19265,4,4,2026-08-22T00:18:47+00:00
batch_01,t34_s2,t34,2M rows · 0 joins · no group by · window · limit 100,fact_event_s,2000000,2000000,144000000,0,0,0.15,0,1,100,9,0.069332,0.067783,0.072508,0.257745,1.034684,0.067008,4,4,2026-08-22T00:18:47+00:00
batch_01,t23_s3,t23,5M rows · 1 join · no group by · order by · limit 1000,fact_event_l,5000000,5050000,362000000,1,0,0.45,1,0,1000,5,0.142615,0.142153,0.148895,0.257422,1.033388,0.138007,4,4,2026-08-22T00:18:47+00:00
batch_01,t55_s2,t55,5M rows · 2 joins · group by · window · limit 100,fact_event_l,5000000,5055000,362160000,2,1,0.15,0,1,100,5,0.295636,0.291781,0.30215,0.257099,1.032091,0.286444,4,4,2026-08-22T00:18:47+00:00
batch_01,t14_s2,t14,5M rows · 2 joins · no group by · limit 1000,fact_event_l,5000000,5055000,362160000,2,0,0.15,0,0,1000,5,0.12572,0.123886,0.133812,0.256776,1.030794,0.121964,4,4,2026-08-22T00:18:47+00:00
batch_01,t15_s2,t15,8M rows · 0 joins · group by · no limit,fact_event_x,8000000,8000000,576000000,0,1,0.15,0,0,0,5,0.311605,0.30702,0.320468,0.256453,1.029498,0.302677,4,4,2026-08-22T00:18:47+00:00
batch_01,t36_s3,t36,2M rows · 3 joins · no group by · window · order by · no limit,fact_event_s,2000000,2055200,146164800,3,0,0.45,1,1,0,5,0.13252,0.126465,0.152231,0.25613,1.028201,0.128885,4,4,2026-08-22T00:18:47+00:00
batch_01,t05_s4,t05,3M rows · 3 joins · no group by · order by · limit 1000,fact_event_m,3000000,3055200,218164800,3,0,0.9,1,0,1000,6,0.114642,0.113519,0.116677,0.255807,1.026904,0.111638,4,4,2026-08-22T00:18:47+00:00
batch_01,t56_s4,t56,8M rows · 2 joins · no group by · limit 1000,fact_event_x,8000000,8055000,578160000,2,0,0.9,0,0,1000,5,0.261135,0.253403,0.262117,0.255484,1.025608,0.254615,4,4,2026-08-22T00:18:47+00:00
batch_01,t18_s1,t18,2M rows · 2 joins · group by · no limit,fact_event_s,2000000,2055000,146160000,2,1,0.02,0,0,0,10,0.060803,0.059968,0.064173,0.255161,1.024311,0.05936,4,4,2026-08-22T00:18:47+00:00
batch_01,t55_s4,t55,5M rows · 2 joins · group by · window · limit 100,fact_event_l,5000000,5055000,362160000,2,1,0.9,0,1,100,5,1.105458,1.098622,1.124417,0.254949,1.02346,1.080118,4,4,2026-08-22T00:18:47+00:00
batch_01,t54_s3,t54,8M rows · 0 joins · no group by · no limit,fact_event_x,8000000,8000000,576000000,0,0,0.45,0,0,0,5,0.212464,0.209448,0.220021,0.254737,1.022609,0.207767,4,4,2026-08-22T00:18:47+00:00
batch_01,t06_s4,t06,2M rows · 1 join · no group by · window · order by · no limit,fact_event_s,2000000,2050000,146000000,1,0,0.9,1,1,0,5,0.200723,0.197452,0.208552,0.254525,1.021758,0.196449,4,4,2026-08-22T00:18:47+00:00
batch_01,t59_s3,t59,3M rows · 1 join · group by · window · order by · limit 1000,fact_event_m,3000000,3050000,218000000,1,1,0.45,1,1,1000,5,0.335733,0.33198,0.34861,0.254313,1.020907,0.328858,4,4,2026-08-22T00:18:47+00:00
batch_01,t16_s2,t16,8M rows · 3 joins · group by · order by · limit 100,fact_event_x,8000000,8055200,578164800,3,1,0.15,1,0,100,5,0.469173,0.467103,0.471769,0.254101,1.020056,0.459948,4,4,2026-08-22T00:18:47+00:00
batch_01,t32_s3,t32,8M rows · 0 joins · group by · order by · limit 1000,fact_event_x,8000000,8000000,576000000,0,1,0.45,1,0,1000,5,0.56379,0.563597,0.573215,0.253889,1.019205,0.553166,4,4,2026-08-22T00:18:47+00:00
batch_01,t50_s1,t50,2M rows · 3 joins · no group by · limit 1000,fact_event_s,2000000,2055200,146164800,3,0,0.02,0,0,1000,13,0.047899,0.046929,0.052071,0.253677,1.018354,0.047036,4,4,2026-08-22T00:18:47+00:00
batch_01,t49_s2,t49,3M rows · 0 joins · group by · window · limit 100,fact_event_m,3000000,3000000,216000000,0,1,0.15,0,1,100,5,0.130256,0.126689,0.133933,0.253465,1.017503,0.128015,4,4,2026-08-22T00:18:47+00:00
batch_01,t12_s1,t12,2M rows · 0 joins · no group by · no limit,fact_event_s,2000000,2000000,144000000,0,0,0.02,0,0,0,14,0.044515,0.043928,0.046059,0.253253,1.016652,0.043786,4,4,2026-08-22T00:18:47+00:00
batch_02,t37_s2,t37,5M rows · 0 joins · no group by · limit 100,fact_event_l,5000000,5000000,360000000,0,0,0.15,0,0,100,8,0.083512,0.082321,0.08537,0.230692,0.926083,0.090178,4,4,2026-08-22T00:21:37+00:00
batch_02,t51_s3,t51,2M rows · 0 joins · group by · no limit,fact_event_s,2000000,2000000,144000000,0,1,0.45,0,0,0,6,0.113226,0.112544,0.114975,0.230055,0.923527,0.122602,4,4,2026-08-22T00:21:37+00:00
batch_02,t31_s2,t31,2M rows · 1 join · no group by · window · limit 100,fact_event_s,2000000,2050000,146000000,1,0,0.15,0,1,100,11,0.054565,0.053003,0.058645,0.229418,0.920971,0.059247,4,4,2026-08-22T00:21:37+00:00
batch_02,t52_s1,t52,2M rows · 2 joins · no group by · window · limit 100,fact_event_s,2000000,2055000,146160000,2,0,0.02,0,1,100,16,0.037709,0.036965,0.041444,0.228782,0.918414,0.041059,4,4,2026-08-22T00:21:37+00:00
batch_02,t07_s4,t07,2M rows · 2 joins · group by · window · limit 100,fact_event_s,2000000,2055000,146160000,2,1,0.9,0,1,100,5,0.402503,0.401005,0.416099,0.228145,0.915858,0.439482,4,4,2026-08-22T00:21:37+00:00
batch_02,t59_s4,t59,3M rows · 1 join · group by · window · order by · limit 1000,fact_event_m,3000000,3050000,218000000,1,1,0.9,1,1,1000,5,0.517008,0.514342,0.522345,0.227508,0.913302,0.566087,4,4,2026-08-22T00:21:37+00:00
batch_02,t55_s1,t55,5M rows · 2 joins · group by · window · limit 100,fact_event_l,5000000,5055000,362160000,2,1,0.02,0,1,100,6,0.107806,0.104966,0.109306,0.226871,0.910745,0.118371,4,4,2026-08-22T00:21:37+00:00
batch_02,t53_s3,t53,5M rows · 1 join · group by · limit 1000,fact_event_l,5000000,5050000,362000000,1,1,0.45,0,0,1000,5,0.332404,0.327484,0.343657,0.226234,0.908189,0.366008,4,4,2026-08-22T00:21:37+00:00
batch_02,t35_s2,t35,5M rows · 0 joins · no group by · window · order by · limit 1000,fact_event_l,5000000,5000000,360000000,0,0,0.15,1,1,1000,5,0.133578,0.129167,0.136506,0.225598,0.905633,0.147497,4,4,2026-08-22T00:21:37+00:00
batch_02,t12_s4,t12,2M rows · 0 joins · no group by · no limit,fact_event_s,2000000,2000000,144000000,0,0,0.9,0,0,0,13,0.046549,0.045662,0.050999,0.224961,0.903076,0.051545,4,4,2026-08-22T00:21:37+00:00
batch_02,t35_s3,t35,5M rows · 0 joins · no group by · window · order by · limit 1000,fact_event_l,5000000,5000000,360000000,0,0,0.45,1,1,1000,5,0.236568,0.232322,0.239857,0.224324,0.90052,0.262702,4,4,2026-08-22T00:21:37+00:00
batch_02,t47_s2,t47,8M rows · 1 join · no group by · window · order by · limit 1000,fact_event_x,8000000,8050000,578000000,1,0,0.15,1,1,1000,5,0.215388,0.211902,0.228843,0.224749,0.902227,0.238729,4,4,2026-08-22T00:21:37+00:00
batch_02,t22_s3,t22,5M rows · 2 joins · no group by · order by · limit 100,fact_event_l,5000000,5055000,362160000,2,0,0.45,1,0,100,6,0.105824,0.105308,0.109335,0.225174,0.903934,0.11707,4,4,2026-08-22T00:21:37+00:00
batch_02,t35_s1,t35,5M rows · 0 joins · no group by · window · order by · limit 1000,fact_event_l,5000000,5000000,360000000,0,0,0.02,1,1,1000,7,0.086262,0.08405,0.087526,0.2256,0.905641,0.09525,4,4,2026-08-22T00:21:37+00:00
batch_02,t48_s4,t48,2M rows · 3 joins · group by · window · order by · no limit,fact_event_s,2000000,2055200,146164800,3,1,0.9,1,1,0,5,0.890549,0.871037,0.898124,0.226025,0.907348,0.981486,4,4,2026-08-22T00:21:37+00:00
batch_02,t60_s1,t60,3M rows · 2 joins · group by · window · order by · no limit,fact_event_m,3000000,3055000,218160000,2,1,0.02,1,1,0,8,0.082595,0.080742,0.085898,0.22645,0.909054,0.090858,4,4,2026-08-22T00:21:37+00:00
batch_02,t34_s1,t34,2M rows · 0 joins · no group by · window · limit 100,fact_event_s,2000000,2000000,144000000,0,0,0.02,0,1,100,17,0.03668,0.034925,0.038238,0.226875,0.910761,0.040274,4,4,2026-08-22T00:21:37+00:00
batch_02,t51_s2,t51,2M rows · 0 joins · group by · no limit,fact_event_s,2000000,2000000,144000000,0,1,0.15,0,0,0,10,0.065159,0.064119,0.067722,0.2273,0.912468,0.07141,4,4,2026-08-22T00:21:37+00:00
batch_02,t06_s3,t06,2M rows · 1 join · no group by · window · order by · no limit,fact_event_s,2000000,2050000,146000000,1,0,0.45,1,1,0,6,0.099987,0.09895,0.10125,0.227726,0.914175,0.109374,4,4,2026-08-22T00:21:37+00:00
batch_02,t43_s4,t43,8M rows · 1 join · no group by · order by · limit 100,fact_event_x,8000000,8050000,578000000,1,0,0.9,1,0,100,5,0.179488,0.176525,0.185929,0.228151,0.915882,0.195973,4,4,2026-08-22T00:21:37+00:00
batch_02,t54_s2,t54,8M rows · 0 joins · no group by · no limit,fact_event_x,8000000,8000000,576000000,0,0,0.15,0,0,0,5,0.136917,0.13639,0.139318,0.228576,0.917589,0.149214,4,4,2026-08-22T00:21:37+00:00
batch_02,t42_s2,t42,3M rows · 0 joins · group by · window · order by · no limit,fact_event_m,3000000,3000000,216000000,0,1,0.15,1,1,0,6,0.110401,0.109387,0.114724,0.228347,0.916668,0.120437,4,4,2026-08-22T00:21:37+00:00
batch_02,t44_s2,t44,5M rows · 3 joins · group by · window · limit 1000,fact_event_l,5000000,5055200,362164800,3,1,0.15,0,1,1000,5,0.284493,0.275937,0.295149,0.228117,0.915748,0.310667,4,4,2026-08-22T00:21:37+00:00
batch_02,t53_s4,t53,5M rows · 1 join · group by · limit 1000,fact_event_l,5000000,5050000,362000000,1,1,0.9,0,0,1000,5,0.57619,0.570553,0.589817,0.227888,0.914827,0.629835,4,4,2026-08-22T00:21:37+00:00
batch_02,t37_s1,t37,5M rows · 0 joins · no group by · limit 100,fact_event_l,5000000,5000000,360000000,0,0,0.02,0,0,100,8,0.080149,0.079035,0.080879,0.227659,0.913907,0.087699,4,4,2026-08-22T00:21:37+00:00
batch_02,t40_s4,t40,3M rows · 3 joins · group by · window · limit 100,fact_event_m,3000000,3055200,218164800,3,1,0.9,0,1,100,5,0.746334,0.744004,0.758423,0.22743,0.912986,0.817465,4,4,2026-08-22T00:21:37+00:00
batch_02,t41_s2,t41,3M rows · 1 join · no group by · limit 1000,fact_event_m,3000000,3050000,218000000,1,0,0.15,0,0,1000,11,0.056879,0.055087,0.061875,0.2272,0.912066,0.062363,4,4,2026-08-22T00:21:37+00:00
batch_02,t32_s4,t32,8M rows · 0 joins · group by · order by · limit 1000,fact_event_x,8000000,8000000,576000000,0,1,0.9,1,0,1000,5,0.679882,0.667232,0.689193,0.226971,0.911146,0.746183,4,4,2026-08-22T00:21:37+00:00
batch_02,t14_s3,t14,5M rows · 2 joins · no group by · limit 1000,fact_event_l,5000000,5055000,362160000,2,0,0.45,0,0,1000,6,0.108522,0.105478,0.111071,0.226742,0.910225,0.119225,4,4,2026-08-22T00:21:37+00:00
batch_02,t49_s1,t49,3M rows · 0 joins · group by · window · limit 100,fact_event_m,3000000,3000000,216000000,0,1,0.02,0,1,100,11,0.05784,0.056015,0.065535,0.226512,0.909305,0.063609,4,4,2026-08-22T00:21:37+00:00
batch_02,t42_s4,t42,3M rows · 0 joins · group by · window · order by · no limit,fact_event_m,3000000,3000000,216000000,0,1,0.9,1,1,0,5,0.417195,0.413957,0.421172,0.226283,0.908384,0.459272,4,4,2026-08-22T00:21:37+00:00
batch_02,t18_s3,t18,2M rows · 2 joins · group by · no limit,fact_event_s,2000000,2055000,146160000,2,1,0.45,0,0,0,5,0.275166,0.258333,0.27706,0.2266,0.909656,0.302495,4,4,2026-08-22T00:21:37+00:00
batch_02,t03_s3,t03,8M rows · 2 joins · no group by · window · no limit,fact_event_x,8000000,8055000,578160000,2,0,0.45,0,1,0,5,0.389374,0.388346,0.399424,0.226917,0.910928,0.427448,4,4,2026-08-22T00:21:37+00:00
batch_02,t19_s4,t19,8M rows · 3 joins · group by · window · order by · limit 100,fact_event_x,8000000,8055200,578164800,3,1,0.9,1,1,100,5,2.523623,2.51815,2.582518,0.227234,0.9122,2.766524,4,4,2026-08-22T00:21:37+00:00
batch_02,t30_s3,t30,5M rows · 1 join · group by · window · no limit,fact_event_l,5000000,5050000,362000000,1,1,0.45,0,1,0,5,0.481245,0.475216,0.501022,0.227551,0.913473,0.52683,4,4,2026-08-22T00:21:37+00:00
batch_02,t46_s3,t46,8M rows · 1 join · group by · window · order by · limit 100,fact_event_x,8000000,8050000,578000000,1,1,0.45,1,1,100,5,0.743641,0.733105,0.754321,0.227868,0.914745,0.812949,4,4,2026-08-22T00:21:37+00:00
batch_02,t11_s2,t11,3M rows · 0 joins · group by · limit 1000,fact_event_m,3000000,3000000,216000000,0,1,0.15,0,0,1000,7,0.086528,0.084702,0.090526,0.228184,0.916017,0.094461,4,4,2026-08-22T00:21:37+00:00
batch_02,t25_s4,t25,8M rows · 1 join · no group by · limit 100,fact_event_x,8000000,8050000,578000000,1,0,0.9,0,0,100,5,0.181547,0.178508,0.18511,0.228501,0.917289,0.197917,4,4,2026-08-22T00:21:37+00:00
batch_02,t46_s1,t46,8M rows · 1 join · group by · window · order by · limit 100,fact_event_x,8000000,8050000,578000000,1,1,0.02,1,1,100,5,0.158393,0.157412,0.160366,0.228818,0.918561,0.172436,4,4,2026-08-22T00:21:37+00:00
batch_02,t56_s2,t56,8M rows · 2 joins · no group by · limit 1000,fact_event_x,8000000,8055000,578160000,2,0,0.15,0,0,1000,5,0.145724,0.145134,0.149448,0.229135,0.919833,0.158424,4,4,2026-08-22T00:21:37+00:00
batch_03,t16_s3,t16,8M rows · 3 joins · group by · order by · limit 100,fact_event_x,8000000,8055200,578164800,3,1,0.45,1,0,100,5,1.006041,1.001185,1.01889,0.249082,0.999908,1.006134,4,4,2026-08-22T00:24:09+00:00
batch_03,t31_s3,t31,2M rows · 1 join · no group by · window · limit 100,fact_event_s,2000000,2050000,146000000,1,0,0.45,0,1,100,5,0.121868,0.121418,0.137058,0.249488,1.001539,0.121681,4,4,2026-08-22T00:24:09+00:00
batch_03,t15_s3,t15,8M rows · 0 joins · group by · no limit,fact_event_x,8000000,8000000,576000000,0,1,0.45,0,0,0,5,0.569784,0.563636,0.571992,0.249895,1.00317,0.567983,4,4,2026-08-22T00:24:09+00:00
batch_03,t60_s3,t60,3M rows · 2 joins · group by · window · order by · no limit,fact_event_m,3000000,3055000,218160000,2,1,0.45,1,1,0,5,0.482119,0.476433,0.50833,0.250301,1.004801,0.479815,4,4,2026-08-22T00:24:09+00:00
batch_03,t48_s2,t48,2M rows · 3 joins · group by · window · order by · no limit,fact_event_s,2000000,2055200,146164800,3,1,0.15,1,1,0,5,0.229176,0.229102,0.230785,0.250707,1.006432,0.227711,4,4,2026-08-22T00:24:09+00:00
batch_03,t14_s1,t14,5M rows · 2 joins · no group by · limit 1000,fact_event_l,5000000,5055000,362160000,2,0,0.02,0,0,1000,6,0.110359,0.109608,0.113063,0.251113,1.008063,0.109476,4,4,2026-08-22T00:24:09+00:00
batch_03,t04_s1,t04,3M rows · 2 joins · no group by · window · order by · limit 100,fact_event_m,3000000,3055000,218160000,2,0,0.02,1,1,100,9,0.073756,0.071676,0.07454,0.25152,1.009694,0.073048,4,4,2026-08-22T00:24:09+00:00
batch_03,t25_s1,t25,8M rows · 1 join · no group by · limit 100,fact_event_x,8000000,8050000,578000000,1,0,0.02,0,0,100,5,0.172388,0.172143,0.176314,0.251926,1.011325,0.170458,4,4,2026-08-22T00:24:09+00:00
batch_03,t03_s4,t03,8M rows · 2 joins · no group by · window · no limit,fact_event_x,8000000,8055000,578160000,2,0,0.9,0,1,0,5,0.746403,0.728751,0.773281,0.252332,1.012956,0.736856,4,4,2026-08-22T00:24:09+00:00
batch_03,t48_s3,t48,2M rows · 3 joins · group by · window · order by · no limit,fact_event_s,2000000,2055200,146164800,3,1,0.45,1,1,0,5,0.471168,0.464102,0.491243,0.252739,1.014587,0.464394,4,4,2026-08-22T00:24:09+00:00
batch_03,t58_s1,t58,5M rows · 0 joins · group by · window · limit 100,fact_event_l,5000000,5000000,360000000,0,1,0.02,0,1,100,5,0.123943,0.122778,0.127328,0.253145,1.016218,0.121965,4,4,2026-08-22T00:24:09+00:00
batch_03,t08_s4,t08,5M rows · 0 joins · no group by · window · limit 1000,fact_event_l,5000000,5000000,360000000,0,0,0.9,0,1,1000,5,0.474729,0.464735,0.501457,0.253169,1.016316,0.467108,4,4,2026-08-22T00:24:09+00:00
batch_03,t27_s2,t27,8M rows · 0 joins · group by · window · order by · no limit,fact_event_x,8000000,8000000,576000000,0,1,0.15,1,1,0,5,0.354042,0.350884,0.361826,0.253194,1.016415,0.348324,4,4,2026-08-22T00:24:09+00:00
batch_03,t13_s4,t13,5M rows · 2 joins · group by · window · order by · limit 100,fact_event_l,5000000,5055000,362160000,2,1,0.9,1,1,100,5,1.198529,1.197513,1.219431,0.253219,1.016513,1.179059,4,4,2026-08-22T00:24:09+00:00
batch_03,t45_s4,t45,2M rows · 1 join · group by · window · order by · no limit,fact_event_s,2000000,2050000,146000000,1,1,0.9,1,1,0,5,0.404133,0.393214,0.40904,0.253243,1.016611,0.39753,4,4,2026-08-22T00:24:09+00:00
batch_03,t42_s3,t42,3M rows · 0 joins · group by · window · order by · no limit,fact_event_m,3000000,3000000,216000000,0,1,0.45,1,1,0,5,0.267958,0.263799,0.274524,0.253267,1.01671,0.263554,4,4,2026-08-22T00:24:09+00:00
batch_03,t21_s4,t21,2M rows · 3 joins · group by · order by · no limit,fact_event_s,2000000,2055200,146164800,3,1,0.9,1,0,0,5,0.674308,0.665875,0.700995,0.253292,1.016808,0.663162,4,4,2026-08-22T00:24:09+00:00
batch_03,t14_s4,t14,5M rows · 2 joins · no group by · limit 1000,fact_event_l,5000000,5055000,362160000,2,0,0.9,0,0,1000,5,0.174953,0.174044,0.183217,0.253317,1.016907,0.172044,4,4,2026-08-22T00:24:09+00:00
batch_03,t47_s1,t47,8M rows · 1 join · no group by · window · order by · limit 1000,fact_event_x,8000000,8050000,578000000,1,0,0.02,1,1,1000,5,0.186506,0.183811,0.192298,0.253341,1.017005,0.183387,4,4,2026-08-22T00:24:09+00:00
batch_03,t48_s1,t48,2M rows · 3 joins · group by · window · order by · no limit,fact_event_s,2000000,2055200,146164800,3,1,0.02,1,1,0,9,0.074947,0.073036,0.077115,0.253366,1.017103,0.073687,4,4,2026-08-22T00:24:09+00:00
batch_03,t56_s3,t56,8M rows · 2 joins · no group by · limit 1000,fact_event_x,8000000,8055000,578160000,2,0,0.45,0,0,1000,5,0.232123,0.230114,0.235754,0.25339,1.017202,0.228198,4,4,2026-08-22T00:24:09+00:00
batch_03,t51_s1,t51,2M rows · 0 joins · group by · no limit,fact_event_s,2000000,2000000,144000000,0,1,0.02,0,0,0,12,0.050203,0.049266,0.0559,0.253606,1.01807,0.049312,4,4,2026-08-22T00:24:09+00:00
batch_03,t32_s2,t32,8M rows · 0 joins · group by · order by · limit 1000,fact_event_x,8000000,8000000,576000000,0,1,0.15,1,0,1000,5,0.301832,0.300338,0.304616,0.253823,1.018938,0.296222,4,4,2026-08-22T00:24:09+00:00
batch_03,t29_s2,t29,5M rows · 0 joins · group by · order by · limit 1000,fact_event_l,5000000,5000000,360000000,0,1,0.15,1,0,1000,5,0.188726,0.186977,0.189465,0.254039,1.019807,0.185061,4,4,2026-08-22T00:24:09+00:00
batch_03,t31_s1,t31,2M rows · 1 join · no group by · window · limit 100,fact_event_s,2000000,2050000,146000000,1,0,0.02,0,1,100,12,0.049642,0.049287,0.053276,0.254255,1.020675,0.048636,4,4,2026-08-22T00:24:09+00:00
batch_03,t38_s1,t38,3M rows · 2 joins · no group by · limit 1000,fact_event_m,3000000,3055000,218160000,2,0,0.02,0,0,1000,9,0.06774,0.066601,0.069023,0.254471,1.021543,0.066311,4,4,2026-08-22T00:24:09+00:00
batch_03,t07_s1,t07,2M rows · 2 joins · group by · window · limit 100,fact_event_s,2000000,2055000,146160000,2,1,0.02,0,1,100,11,0.058491,0.057479,0.062403,0.254688,1.022411,0.057209,4,4,2026-08-22T00:24:09+00:00
batch_03,t23_s1,t23,5M rows · 1 join · no group by · order by · limit 1000,fact_event_l,5000000,5050000,362000000,1,0,0.02,1,0,1000,6,0.11129,0.109497,0.113114,0.254904,1.02328,0.108758,4,4,2026-08-22T00:24:09+00:00
batch_03,t18_s4,t18,2M rows · 2 joins · group by · no limit,fact_event_s,2000000,2055000,146160000,2,1,0.9,0,0,0,5,0.367808,0.364668,0.371916,0.25512,1.024148,0.359136,4,4,2026-08-22T00:24:09+00:00
batch_03,t30_s4,t30,5M rows · 1 join · group by · window · no limit,fact_event_l,5000000,5050000,362000000,1,1,0.9,0,1,0,5,0.959817,0.947775,0.967617,0.255337,1.025016,0.936392,4,4,2026-08-22T00:24:09+00:00
batch_03,t11_s4,t11,3M rows · 0 joins · group by · limit 1000,fact_event_m,3000000,3000000,216000000,0,1,0.9,0,0,1000,5,0.315796,0.314165,0.32812,0.255553,1.025885,0.307828,4,4,2026-08-22T00:24:09+00:00
batch_03,t22_s4,t22,5M rows · 2 joins · no group by · order by · limit 100,fact_event_l,5000000,5055000,362160000,2,0,0.9,1,0,100,5,0.177991,0.17452,0.178576,0.255479,1.025588,0.17355,4,4,2026-08-22T00:24:09+00:00
